file,x1,x2,y1,y2,mask,date,start_time,frame no,quadrant,true_mask
park-tests/converted/coverted_FRAMES/20210526_182313_4157_3,692,731,207,258,1,20210526,182313,4157,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2883_3,694,734,200,256,0,20210526,182313,2883,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3587_3,689,731,209,264,0,20210526,182313,3587,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2643_3,698,733,203,252,0,20210526,182313,2643,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5570_3,697,735,206,253,0,20210526,182313,5570,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1833_3,698,737,199,255,0,20210526,182313,1833,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_784_3,702,743,196,253,0,20210526,182313,784,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5011_3,5,35,1,34,0,20210526,182313,5011,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_5011_3,718,754,194,244,0,20210526,182313,5011,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4337_3,711,736,196,248,0,20210526,182313,4337,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3077_1,1126,1181,145,220,1,20210526,182313,3077,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3287_3,127,154,0,35,0,20210526,182313,3287,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_3287_3,3,25,0,32,0,20210526,182313,3287,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_3287_3,691,723,205,246,0,20210526,182313,3287,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5346_3,694,735,211,256,1,20210526,182313,5346,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2058_3,701,738,196,248,0,20210526,182313,2058,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_829_3,1726,1786,185,252,1,20210526,182313,829,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_829_3,699,739,202,252,0,20210526,182313,829,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_5012_4,484,508,89,124,0,20210526,165204,5012,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_1908_3,702,736,203,249,0,20210526,182313,1908,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1263_3,721,763,184,242,0,20210526,182313,1263,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2628_1,1728,1768,84,140,1,20210526,182313,2628,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2628_1,1477,1514,81,135,0,20210526,182313,2628,1,1
park-tests/converted/coverted_FRAMES/20210526_170716_1769_1,1364,1395,124,160,0,20210526,170716,1769,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3512_4,1561,1596,882,928,0,20210526,182313,3512,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_2313_3,698,737,203,255,1,20210526,182313,2313,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2358_3,693,738,198,252,1,20210526,182313,2358,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4801_4,1564,1601,879,930,0,20210526,182313,4801,4,2
park-tests/converted/coverted_FRAMES/20210526_170716_2114_3,6,31,122,157,0,20210526,170716,2114,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3347_3,710,742,206,248,0,20210526,182313,3347,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3347_3,689,711,201,231,0,20210526,182313,3347,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_1655_1,1648,1672,146,175,0,20210526,170716,1655,1,0
park-tests/converted/coverted_FRAMES/20210526_163653_10286_1,893,942,310,405,1,20210526,163653,10286,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_10286_1,1482,1602,368,479,0,20210526,163653,10286,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4097_3,694,733,212,260,0,20210526,182313,4097,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3767_3,692,731,213,259,1,20210526,182313,3767,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5191_1,1724,1758,4,49,0,20210526,182313,5191,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5176_1,1824,1849,0,22,0,20210526,182313,5176,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1923_3,699,734,201,249,0,20210526,182313,1923,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_2528_3,21,45,0,29,0,20210526,163653,2528,3,1
park-tests/converted/coverted_FRAMES/20210526_163653_2528_3,119,143,0,24,0,20210526,163653,2528,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_5495_3,694,733,212,258,1,20210526,182313,5495,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_4425_1,1444,1486,287,342,1,20210614,154716,4425,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1773_4,1565,1602,884,925,0,20210526,182313,1773,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_1593_4,1563,1599,876,923,0,20210526,182313,1593,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_829_4,1562,1598,887,925,0,20210526,182313,829,4,2
park-tests/converted/coverted_FRAMES/20210526_170716_2234_1,1319,1350,143,184,0,20210526,170716,2234,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4247_3,693,734,212,258,0,20210526,182313,4247,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1983_3,702,738,200,254,0,20210526,182313,1983,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3362_1,1257,1327,244,327,1,20210526,182313,3362,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3362_1,963,1028,254,335,1,20210526,182313,3362,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4022_3,690,732,210,261,0,20210526,182313,4022,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5326_3,690,733,210,261,1,20210526,182313,5326,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_8081_1,1702,1764,164,235,1,20210618,151458,8081,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3617_3,692,735,211,263,1,20210526,182313,3617,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3827_3,691,733,212,264,0,20210526,182313,3827,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4891_1,1821,1851,35,80,0,20210526,182313,4891,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4891_1,1677,1709,56,98,0,20210526,182313,4891,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2373_4,1563,1600,881,925,0,20210526,182313,2373,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_2403_3,692,721,197,235,0,20210526,182313,2403,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2898_3,708,744,202,245,0,20210526,182313,2898,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4951_3,713,756,193,247,0,20210526,182313,4951,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_2744_1,1201,1234,158,193,0,20210526,170716,2744,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2328_3,698,728,199,239,0,20210526,182313,2328,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2988_3,701,733,200,249,0,20210526,182313,2988,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3212_3,698,733,210,255,0,20210526,182313,3212,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3212_3,689,717,203,242,0,20210526,182313,3212,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_2618_1,984,1032,286,356,1,20210526,163653,2618,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2618_1,1143,1186,277,354,1,20210526,163653,2618,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4637_3,695,733,201,256,0,20210526,182313,4637,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4996_3,71,100,0,22,0,20210526,182313,4996,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_4996_3,716,757,195,247,0,20210526,182313,4996,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_2817_1,620,682,481,565,0,20210614,154716,2817,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_2817_1,1609,1642,263,305,0,20210614,154716,2817,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3737_3,690,731,210,261,1,20210526,182313,3737,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_2729_1,1116,1138,140,173,0,20210526,170716,2729,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_903_3,691,737,202,259,0,20210526,182313,903,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3752_1,1517,1539,48,75,0,20210526,182313,3752,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2568_3,699,735,201,250,0,20210526,182313,2568,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_859_3,692,734,200,256,0,20210526,182313,859,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_7231_1,128,162,350,402,0,20210526,165204,7231,1,0
park-tests/converted/coverted_FRAMES/20210526_165204_7231_1,1659,1693,9,52,0,20210526,165204,7231,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5026_3,705,748,192,252,0,20210526,182313,5026,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_2653_1,107,216,281,419,0,20210526,165204,2653,1,1
park-tests/converted/coverted_FRAMES/20210526_170716_2099_1,1676,1702,102,135,0,20210526,170716,2099,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_5236_1,1084,1141,118,194,1,20210526,182313,5236,1,1
park-tests/converted/coverted_FRAMES/20210526_170716_2530_1,562,584,212,243,0,20210526,170716,2530,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1533_3,693,734,198,255,0,20210526,182313,1533,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_10666_3,1143,1258,105,250,0,20210526,182313,10666,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_1430_1,1657,1738,114,235,0,20210526,165204,1430,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4891_3,698,740,197,250,1,20210526,182313,4891,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5296_3,693,733,209,262,0,20210526,182313,5296,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5056_1,1645,1690,91,149,1,20210526,182313,5056,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5056_1,1439,1482,143,196,1,20210526,182313,5056,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4861_3,696,734,200,253,0,20210526,182313,4861,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_4861_3,87,109,0,19,0,20210526,182313,4861,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_5660_3,686,713,202,238,0,20210526,182313,5660,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3647_3,690,734,212,260,0,20210526,182313,3647,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4307_3,697,735,206,255,0,20210526,182313,4307,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5435_3,696,729,209,258,0,20210526,182313,5435,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_4284_1,1161,1216,96,190,0,20210618,151458,4284,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1308_3,722,759,184,242,0,20210526,182313,1308,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3992_3,690,730,209,260,0,20210526,182313,3992,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_10126_1,1531,1555,47,74,0,20210526,163653,10126,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4337_4,1566,1610,884,935,1,20210526,182313,4337,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_4112_3,692,729,206,257,0,20210526,182313,4112,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1488_3,695,730,198,247,0,20210526,182313,1488,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3003_3,691,733,201,252,0,20210526,182313,3003,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3003_3,688,714,197,234,0,20210526,182313,3003,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_7165_3,61,92,16,66,0,20210618,151458,7165,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_2174_3,234,275,287,319,0,20210526,170716,2174,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3122_3,693,731,211,258,0,20210526,182313,3122,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5131_3,700,733,202,252,0,20210526,182313,5131,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5131_3,690,718,195,240,0,20210526,182313,5131,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5354_1,1470,1515,320,382,1,20210614,154716,5354,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3332_1,1734,1778,112,164,1,20210526,182313,3332,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3332_1,1531,1569,92,147,0,20210526,182313,3332,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5161_3,701,736,199,252,0,20210526,182313,5161,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_2788_1,1479,1502,75,105,0,20210526,170716,2788,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3332_3,700,739,196,251,0,20210526,182313,3332,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5206_1,1597,1633,26,79,0,20210526,182313,5206,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3707_3,692,734,214,258,1,20210526,182313,3707,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5266_3,0,13,226,250,0,20210614,154716,5266,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_2543_1,1856,1885,16,56,0,20210526,163653,2543,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2543_1,1697,1729,2,30,0,20210526,163653,2543,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_4906_3,696,741,198,251,1,20210526,182313,4906,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4906_3,691,722,193,233,0,20210526,182313,4906,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1293_3,721,762,184,241,0,20210526,182313,1293,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1623_3,701,739,198,252,0,20210526,182313,1623,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3317_1,1863,1897,71,115,0,20210526,182313,3317,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3317_1,1706,1739,43,89,0,20210526,182313,3317,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2613_3,700,738,199,251,0,20210526,182313,2613,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4232_3,691,732,212,261,0,20210526,182313,4232,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2283_3,693,720,195,234,0,20210526,182313,2283,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_2714_1,1083,1112,145,177,0,20210526,170716,2714,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_5645_3,694,734,211,252,0,20210526,182313,5645,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2868_3,695,726,199,241,0,20210526,182313,2868,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_10141_1,1533,1556,56,81,0,20210526,163653,10141,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_10576_3,686,729,187,245,0,20210526,182313,10576,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3992_1,1085,1176,303,476,0,20210526,182313,3992,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4127_3,692,731,209,258,0,20210526,182313,4127,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_4174_1,1094,1136,190,240,0,20210526,165204,4174,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4517_3,698,740,195,255,1,20210526,182313,4517,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3482_4,1565,1603,882,929,0,20210526,182313,3482,4,2
park-tests/converted/coverted_FRAMES/20210614_154716_4425_3,159,175,203,221,0,20210614,154716,4425,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_769_3,721,761,173,228,0,20210526,182313,769,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2478_1,1404,1445,95,150,1,20210526,182313,2478,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5011_1,1787,1819,56,92,0,20210526,182313,5011,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1173_1,688,780,346,426,1,20210526,182313,1173,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_6158_1,1377,1418,354,417,0,20210614,154716,6158,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_10738_1,1662,1689,65,98,0,20210526,163653,10738,1,0
park-tests/converted/coverted_FRAMES/20210526_165204_8879_1,622,664,257,314,1,20210526,165204,8879,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3557_3,691,731,205,258,1,20210526,182313,3557,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_2054_1,867,905,205,254,0,20210526,170716,2054,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1398_3,719,754,205,242,0,20210526,182313,1398,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1338_3,710,744,185,239,0,20210526,182313,1338,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1773_3,700,736,202,250,0,20210526,182313,1773,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3572_3,687,733,212,261,1,20210526,182313,3572,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2658_3,696,737,201,253,1,20210526,182313,2658,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3947_3,688,731,213,262,1,20210526,182313,3947,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1668_3,697,739,197,252,0,20210526,182313,1668,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5555_3,693,733,206,257,0,20210526,182313,5555,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1158_3,693,727,199,249,0,20210526,182313,1158,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_7295_3,0,33,560,617,0,20210618,151458,7295,3,2
park-tests/converted/coverted_FRAMES/20210526_182313_1383_1,1222,1278,192,284,1,20210526,182313,1383,1,1
park-tests/converted/coverted_FRAMES/20210618_151458_7430_1,153,221,0,54,1,20210618,151458,7430,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_3077_3,698,736,209,253,0,20210526,182313,3077,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_4403_1,1637,1665,250,284,0,20210614,154716,4403,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_2388_3,698,741,197,247,1,20210526,182313,2388,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2913_3,699,736,201,254,0,20210526,182313,2913,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2523_3,711,754,188,247,0,20210526,182313,2523,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3677_3,694,735,212,256,1,20210526,182313,3677,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4622_3,694,733,201,253,1,20210526,182313,4622,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5354_3,359,384,271,301,0,20210614,154716,5354,3,2
park-tests/converted/coverted_FRAMES/20210526_182313_4921_3,713,738,198,247,0,20210526,182313,4921,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_948_3,715,748,179,232,0,20210526,182313,948,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1323_3,720,762,185,243,0,20210526,182313,1323,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4352_3,701,740,204,254,1,20210526,182313,4352,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4352_3,144,168,0,24,0,20210526,182313,4352,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_4352_3,607,639,319,348,0,20210526,182313,4352,3,2
park-tests/converted/coverted_FRAMES/20210526_182313_873_4,1263,1313,371,437,1,20210526,182313,873,4,2
park-tests/converted/coverted_FRAMES/20210526_163653_11390_1,1156,1179,89,121,1,20210526,163653,11390,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_6821_3,80,118,12,52,0,20210526,182313,6821,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_6821_3,693,734,207,262,0,20210526,182313,6821,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4726_3,704,741,193,248,0,20210526,182313,4726,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3842_3,691,726,211,261,0,20210526,182313,3842,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2598_1,1776,1806,19,59,0,20210526,182313,2598,1,1
park-tests/converted/coverted_FRAMES/20210614_154716_2839_1,1378,1418,302,355,0,20210614,154716,2839,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1098_3,713,748,201,246,0,20210526,182313,1098,3,0
park-tests/converted/coverted_FRAMES/20210618_151458_8915_3,309,434,643,725,0,20210618,151458,8915,3,2
park-tests/converted/coverted_FRAMES/20210526_182313_1323_4,1570,1604,882,925,0,20210526,182313,1323,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_1083_3,698,738,195,256,0,20210526,182313,1083,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_6114_3,20,41,229,257,0,20210614,154716,6114,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2853_3,703,741,202,247,0,20210526,182313,2853,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5288_1,1852,1878,239,272,0,20210614,154716,5288,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_5288_1,1243,1283,295,346,1,20210614,154716,5288,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2463_3,695,736,200,258,0,20210526,182313,2463,3,0
park-tests/converted/coverted_FRAMES/20210614_154716_5255_1,1633,1662,243,278,0,20210614,154716,5255,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5176_3,694,731,199,256,0,20210526,182313,5176,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5540_3,694,732,208,254,0,20210526,182313,5540,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1443_1,1677,1719,76,133,1,20210526,182313,1443,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1443_1,1489,1526,103,153,0,20210526,182313,1443,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2508_3,697,739,199,253,0,20210526,182313,2508,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5251_3,690,725,211,259,0,20210526,182313,5251,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1698_3,694,733,198,254,0,20210526,182313,1698,3,0
park-tests/converted/coverted_FRAMES/20210526_163653_8473_4,828,887,1017,1077,0,20210526,163653,8473,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_993_3,696,737,198,255,0,20210526,182313,993,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_260_1,1653,1704,154,211,0,20210526,170716,260,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1758_3,702,740,201,246,0,20210526,182313,1758,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2733_3,696,740,202,258,0,20210526,182313,2733,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3812_1,755,792,196,236,0,20210526,182313,3812,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3437_3,686,711,205,239,0,20210526,182313,3437,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_5101_1,690,777,346,459,1,20210526,182313,5101,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5101_1,431,515,436,538,1,20210526,182313,5101,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2583_3,698,744,201,255,1,20210526,182313,2583,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2583_3,131,157,0,31,0,20210526,182313,2583,3,1
park-tests/converted/coverted_FRAMES/20210618_151458_7135_2,1817,1845,761,794,0,20210618,151458,7135,2,2
park-tests/converted/coverted_FRAMES/20210526_182313_1893_3,703,740,197,249,0,20210526,182313,1893,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1878_3,701,742,200,247,1,20210526,182313,1878,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_10651_3,722,802,60,167,0,20210526,182313,10651,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2208_3,694,737,202,256,1,20210526,182313,2208,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2013_3,705,741,199,242,0,20210526,182313,2013,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3707_1,1740,1755,0,19,0,20210526,182313,3707,1,1
park-tests/converted/coverted_FRAMES/20210526_165204_9624_1,812,852,264,336,0,20210526,165204,9624,1,0
park-tests/converted/coverted_FRAMES/20210526_163653_2633_1,676,738,446,542,0,20210526,163653,2633,1,1
park-tests/converted/coverted_FRAMES/20210526_163653_2633_1,490,571,443,533,1,20210526,163653,2633,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1428_1,1708,1736,45,84,0,20210526,182313,1428,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1428_1,1866,1895,28,68,0,20210526,182313,1428,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_2928_3,704,741,204,251,0,20210526,182313,2928,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2673_3,697,733,201,252,0,20210526,182313,2673,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2703_3,695,738,200,257,1,20210526,182313,2703,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2223_3,702,737,199,242,0,20210526,182313,2223,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1053_3,701,740,196,251,0,20210526,182313,1053,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2043_3,702,739,199,252,0,20210526,182313,2043,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4981_3,23,48,7,35,0,20210526,182313,4981,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_4981_3,713,752,193,246,1,20210526,182313,4981,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_4981_3,143,168,0,21,0,20210526,182313,4981,3,1
park-tests/converted/coverted_FRAMES/20210526_182313_5266_3,691,731,209,259,1,20210526,182313,5266,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3797_3,695,734,211,256,1,20210526,182313,3797,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_3797_3,683,704,207,237,0,20210526,182313,3797,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_744_1,483,533,395,466,0,20210526,170716,744,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_4861_4,1563,1596,883,926,0,20210526,182313,4861,4,2
park-tests/converted/coverted_FRAMES/20210526_182313_3347_1,1309,1359,143,209,1,20210526,182313,3347,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_3347_1,1554,1604,168,224,1,20210526,182313,3347,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5116_3,708,742,203,246,0,20210526,182313,5116,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_2028_3,703,736,199,248,0,20210526,182313,2028,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_1848_3,699,740,200,252,1,20210526,182313,1848,3,0
park-tests/converted/coverted_FRAMES/20210526_170716_1784_1,833,855,234,271,0,20210526,170716,1784,1,0
park-tests/converted/coverted_FRAMES/20210526_165204_8820_1,309,338,245,286,0,20210526,165204,8820,1,0
park-tests/converted/coverted_FRAMES/20210526_165204_3460_1,1166,1191,141,173,0,20210526,165204,3460,1,0
park-tests/converted/coverted_FRAMES/20210614_154716_4381_1,1751,1775,248,278,0,20210614,154716,4381,1,0
park-tests/converted/coverted_FRAMES/20210526_182313_1504_3,691,732,199,252,0,20210526,182313,1504,3,0
park-tests/converted/coverted_FRAMES/20210526_182313_918_3,699,740,199,253,0,20210526,182313,918,3,0
park-tests/converted/coverted_FRAMES/20210526_165204_5892_1,257,356,359,471,1,20210526,165204,5892,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_1233_1,1665,1700,56,102,0,20210526,182313,1233,1,1
park-tests/converted/coverted_FRAMES/20210526_182313_5221_1,1394,1441,54,117,1,20210526,182313,5221,1,1
